"id","word","stem","lang","category","timestamp","profileid"
en:duds,duds,dud,en,0,1695331403549,""
en:dimples,dimples,dimple,en,0,1698841851838,""
en:pronged,pronged,pronged,en,0,1698842005641,""
en:rivet,rivet,rivet,en,0,1698842561387,""
en:brisk,brisk,brisk,en,0,1698842773703,""
en:hunky,hunky,hunky,en,0,1699323615213,""
en:jauntily,jauntily,jauntily,en,0,1699414935811,""
en:splay,splay,splay,en,0,1699414959890,""
en:phials,phials,phial,en,0,1699497257403,""
en:sly,sly,sly,en,0,1699583763977,""
en:panatela,panatela,panatela,en,0,1699583905105,""
en:tomcats,tomcats,tomcat,en,0,1699669741628,""
en:tramping,tramping,tramp,en,0,1699670114399,""
en:snooper,snooper,snooper,en,0,1699755125609,""
en:wisecrack,wisecrack,wisecrack,en,0,1699755568040,""
en:street,street,street,en,0,1699846053670,""
en:fanny,fanny,fanny,en,0,1699846064868,""
en:gouged,gouged,gouge,en,0,1705179745652,""
en:smudging,smudging,smudge,en,0,1705180167710,""
en:jiggling,jiggling,jiggle,en,0,1705180730664,""
en:jism,jism,jism,en,0,1705180840655,""
en:hollered,hollered,holler,en,0,1705180888534,""
en:shoal,shoal,shoal,en,0,1709395855386,""
en:unduly,unduly,unduly,en,0,1709395911974,""
en:lovelorn,lovelorn,lovelorn,en,0,1709396771128,""
en:innuendoes,innuendoes,innuendo,en,0,1709470670082,""
en:glances,glances,glance,en,0,1709470703921,""
en:throes,throes,throes,en,0,1709478132809,""
en:dinghy,dinghy,dinghy,en,0,1709494463997,""
en:forsook,forsook,forsake,en,0,1709494568908,""
en:misgivings,misgivings,misgiving,en,0,1709551323409,""
en:filberts,filberts,filbert,en,0,1709551558712,""
en:jingles,jingles,jingle,en,0,1709554452999,""
en:lark,lark,lark,en,0,1709554493623,""
en:extol,extol,extol,en,0,1709555248137,""
en:obsolescence,obsolescence,obsolescence,en,0,1709556048088,""
en:ingenuous,ingenuous,ingenuous,en,0,1709556125935,""
en:curmudgeon,curmudgeon,curmudgeon,en,0,1709556129036,""
en:laggard,laggard,laggard,en,0,1710596513369,""
en:yawl,yawl,yawl,en,0,1710701323123,""
en:thronged,thronged,throng,en,0,1710701703609,""
en:perambulators,perambulators,perambulator,en,0,1710701858749,""
en:matrons,matrons,matron,en,0,1710701925569,""
en:buccaneers,buccaneers,buccaneer,en,0,1710730640948,""
en:sorrow,sorrow,sorrow,en,0,1710730706571,""
en:punctilious,punctilious,punctilious,en,0,1710730779732,""
en:sumptuary,sumptuary,sumptuary,en,0,1710730788482,""
en:ruefulness,ruefulness,ruefulness,en,0,1710730815155,""
en:asters,asters,aster,en,0,1710812555893,""
en:gabardines,gabardines,gabardine,en,0,1710812616057,""
en:buckshot,buckshot,buckshot,en,0,1712524020863,""
en:gables,gables,Gable,en,0,1712524803548,""
en:quaked,quaked,quake,en,0,1712525288377,""
en:balefully,balefully,balefully,en,0,1712525340691,""
en:knell,knell,knell,en,0,1712525370499,""
en:tautened,tautened,tauten,en,0,1712525377926,""
en:dank,dank,dank,en,0,1712525491296,""
en:fiend,fiend,fiend,en,0,1712526057139,""
en:sapper,sapper,sapper,en,0,1712549701292,""
en:Irredentist,Irredentist,irredentist,en,0,1712549749707,""
en:forbidding,forbidding,forbidding,en,0,1712570220184,""
en:quibble,quibble,quibble,en,0,1712570662708,""
en:streaked,streaked,streak,en,0,1714937056357,""
en:rapines,rapines,rapine,en,0,1714939603165,""
en:debauchery,debauchery,debauchery,en,0,1714939812772,""
en:proffered,proffered,proffer,en,0,1714941080682,""
en:droll,droll,droll,en,0,1714941185633,""
en:druids,druids,Druid,en,0,1718487324814,""
en:gleaned,gleaned,glean,en,0,1718487630700,""
en:slapdash,slapdash,slapdash,en,0,1608500447981,""
en:hoodlum,hoodlum,hoodlum,en,0,1608522823583,""
en:balk,balk,balk,en,0,1608690706504,""
en:ravenously,ravenously,ravenously,en,0,1608688806911,""
en:quibbles,quibbles,quibble,en,0,1608690980827,""
en:hitch,hitch,hitch,en,0,1608690745815,""
en:draperies,draperies,drapery,en,0,1608910742777,""
en:revelling,revelling,revel,en,0,1608979712755,""
en:nettle,nettle,nettle,en,0,1608724887882,""
en:skiff,skiff,skiff,en,0,1608788164543,""
en:tamped,tamped,tamp,en,0,1608980817787,""
en:arbour,arbour,arbour,en,0,1608955858402,""
en:goblets,goblets,goblet,en,0,1608979910145,""
en:wavering,wavering,waver,en,0,1608910788471,""
en:awnings,awnings,awning,en,0,1608724106210,""
en:buttonholed,buttonholed,buttonhole,en,0,1608979608971,""
en:hobnailed,hobnailed,hobnailed,en,0,1608980301569,""
en:wards,wards,Ward,en,0,1608979756606,""
en:crier,crier,crier,en,0,1608911956976,""
en:legitimist,legitimist,legitimist,en,0,1608955999646,""
en:gaiters,gaiters,gaiter,en,0,1608980312620,""
en:laced,laced,lace,en,0,1609260984441,""
en:lugubrious,lugubrious,lugubrious,en,0,1609044857699,""
en:uptake,uptake,uptake,en,0,1609181738824,""
en:cantankerous,cantankerous,cantankerous,en,0,1608993034967,""
en:divesting,divesting,divest,en,0,1609260770913,""
en:larks,larks,lark,en,0,1609180246529,""
en:vagrant,vagrant,vagrant,en,0,1609131195677,""
en:dowagers,dowagers,dowager,en,0,1609182373216,""
en:gobbledegook,gobbledegook,gobbledegook,en,0,1609180231625,""
en:dejectedly,dejectedly,dejectedly,en,0,1609261284827,""
en:wan,wan,wan,en,0,1609261674309,""
en:lassitude,lassitude,lassitude,en,0,1609180510827,""
en:lounger,lounger,lounger,en,0,1609078109356,""
en:straggly,straggly,straggly,en,0,1609241411902,""
en:dunce,dunce,dunce,en,0,1609181504086,""
en:cheapskate,cheapskate,cheapskate,en,0,1609179641626,""
en:mangy,mangy,mangy,en,0,1609241917813,""
en:camisole,camisole,camisole,en,0,1609260593269,""
en:scrounger,scrounger,scrounger,en,0,1609241569802,""
en:skulking,skulking,skulk,en,0,1609718097871,""
en:cooper,cooper,cooper,en,0,1609718857405,""
en:hooping,hooping,hoop,en,0,1609718865544,""
en:braided,braided,braid,en,0,1609717806489,""
en:glum,glum,glum,en,0,1609766288780,""
en:ramshackle,ramshackle,ramshackle,en,0,1609717558051,""
en:gargoyles,gargoyles,gargoyle,en,0,1609562179160,""
en:hubbub,hubbub,hubbub,en,0,1609717876316,""
en:bovine,bovine,bovine,en,0,1609302663037,""
en:garb,garb,garb,en,0,1609648817840,""
en:calico,calico,calico,en,0,1609719248439,""
en:bespeaks,bespeaks,bespeak,en,0,1609390566646,""
en:brazier,brazier,brazier,en,0,1609718884419,""
en:nattered,nattered,natter,en,0,1609561788926,""
en:murk,murk,murk,en,0,1609766331186,""
en:splurge,splurge,splurge,en,0,1609416333996,""
en:sooty,sooty,sooty,en,0,1609718081463,""
en:spate,spate,spate,en,0,1609483194972,""
en:braziers,braziers,brazier,en,0,1609390504368,""
en:wreathing,wreathing,wreath,en,0,1609417646602,""
en:gable,gable,gable,en,0,1609719024712,""
en:grimy,grimy,grimy,en,0,1609561164685,""
en:mould,mould,mould,en,0,1609766618340,""
en:meerschaum,meerschaum,meerschaum,en,0,1609717822940,""
en:squatter,squatter,squatter,en,0,1609718771655,""
en:ghoulish,ghoulish,ghoulish,en,0,1609766767837,""
en:gruelling,gruelling,gruelling,en,0,1609766367758,""
en:gauntlets,gauntlets,gauntlet,en,0,1609717690451,""
en:tripe,tripe,tripe,en,0,1609733684473,""
en:destitution,destitution,destitution,en,0,1609718001195,""
en:teeming,teeming,teem,en,0,1609718834799,""
en:qualm,qualm,qualm,en,0,1610883338415,""
en:carters,carters,carter,en,0,1609910232897,""
en:culvert,culvert,culvert,en,0,1611291978993,""
en:squelched,squelched,squelch,en,0,1611292010497,""
en:commiserations,commiserations,commiseration,en,0,1611398202759,""
en:splicing,splicing,splice,en,0,1611411685533,""
en:dazed,dazed,daze,en,0,1610279017771,""
en:prow,prow,prow,en,0,1610972122534,""
en:dunked,dunked,dunk,en,0,1611399117408,""
en:forage,forage,forage,en,0,1610884310079,""
en:sliver,sliver,sliver,en,0,1611411927773,""
en:erstwhile,erstwhile,erstwhile,en,0,1611411305177,""
en:coop,coop,coop,en,0,1611398582152,""
en:lees,lees,lees,en,0,1610971005070,""
en:traipse,traipse,traipse,en,0,1610454826672,""
en:reeds,reeds,Reed,en,0,1610771094869,""
en:sloth,sloth,sloth,en,0,1610972362290,""
en:supine,supine,supine,en,0,1610972376445,""
en:piker,piker,piker,en,0,1624159295208,""
en:smackeroo,smackeroo,smackeroo,en,0,1624159060422,""
en:fey,fey,fey,en,0,1624155612058,""
en:tote,tote,tote,en,0,1624155272834,""
en:casuistry,casuistry,casuistry,en,0,1631879398316,""
en:pleonasm,pleonasm,pleonasm,en,0,1631879349733,""
en:queasiness,queasiness,queasiness,en,0,1662927833731,""
en:beggared,beggared,beggar,en,0,1663520874365,""
en:postulant,postulant,postulant,en,0,1662928572169,""
en:blight,blight,blight,en,0,1663530524032,""
en:grungy,grungy,grungy,en,0,1663542132300,""
en:wary,wary,wary,en,0,1662838474469,""
en:reed,reed,reed,en,0,1662913173054,""
en:dunk,dunk,dunk,en,0,1662924715512,""
en:plumage,plumage,plumage,en,0,1663518079458,""
en:squiggles,squiggles,squiggle,en,0,1663186346851,""
en:husbandry,husbandry,husbandry,en,0,1662927785480,""
en:cowl,cowl,cowl,en,0,1662912283621,""
en:gimmick,gimmick,gimmick,en,0,1662924605742,""
en:cloistered,cloistered,cloistered,en,0,1662825974687,""
en:dissension,dissension,dissension,en,0,1663186731029,""
en:bumbling,bumbling,bumbling,en,0,1663520065293,""
en:rambunctious,rambunctious,rambunctious,en,0,1662825502078,""
en:brash,brash,brash,en,0,1662763328192,""
en:internecine,internecine,internecine,en,0,1662838818732,""
en:nurturing,nurturing,nurture,en,0,1662927395857,""
en:quagmire,quagmire,quagmire,en,0,1663623789001,""
en:sieved,sieved,sieve,en,0,1662851613688,""
en:willies,willies,willies,en,0,1662911607486,""
en:sniveling,sniveling,snivel,en,0,1663532120880,""
en:gawky,gawky,gawky,en,0,1662763262058,""
en:quandary,quandary,quandary,en,0,1662852617855,""
en:hooky,hooky,hooky,en,0,1663624171504,""
en:gourd,gourd,gourd,en,0,1663186489478,""
en:sunshine,sunshine,sunshine,en,0,1662763392368,""
en:miser,miser,miser,en,0,1663519232043,""
en:dissent,dissent,dissent,en,0,1663186723032,""
en:strappy,strappy,strappy,en,0,1663519396712,""
en:infallible,infallible,infallible,en,0,1662924241962,""
en:prior,prior,prior,en,0,1662825992385,""
en:ravenous,ravenous,ravenous,en,0,1663520597925,""
en:sally,sally,sally,en,0,1663518133009,""
en:sheen,sheen,sheen,en,0,1662913380396,""
en:disquiet,disquiet,disquiet,en,0,1662422197363,""
en:burrowed,burrowed,burrow,en,0,1662913241078,""
en:pealing,pealing,peal,en,0,1662838358873,""
en:plainchant,plainchant,plainchant,en,0,1662912732175,""
en:ransacked,ransacked,ransack,en,0,1662825853829,""
en:swooning,swooning,swoon,en,0,1663471015989,""
en:musky,musky,musky,en,0,1663624238171,""
en:dissolute,dissolute,dissolute,en,0,1662826469694,""
en:insidious,insidious,insidious,en,0,1663188825265,""
en:dregs,dregs,dregs,en,0,1663532166133,""
en:drizzled,drizzled,drizzle,en,0,1662852546332,""
en:rickety,rickety,rickety,en,0,1663623904246,""
en:goaded,goaded,goad,en,0,1663520193422,""
en:puny,puny,puny,en,0,1663188515427,""
en:effete,effete,effete,en,0,1663470968854,""
en:cassock,cassock,cassock,en,0,1663191373573,""
en:humdrum,humdrum,humdrum,en,0,1662825185228,""
en:superfluous,superfluous,superfluous,en,0,1662928071672,""
en:Congregation,Congregation,congregation,en,0,1663678739642,""
en:loath,loath,loath,en,0,1663708439089,""
en:tiller,tiller,tiller,en,0,1663721942752,""
en:fugue,fugue,fugue,en,0,1663709862804,""
en:strutting,strutting,strut,en,0,1663678883909,""
en:Tureens,Tureens,tureen,en,0,1663678557331,""
en:bobbled,bobbled,bobble,en,0,1663722108088,""
en:mired,mired,mire,en,0,1663679253312,""
en:shod,shod,shod,en,0,1663678162441,""
en:Doctrine,Doctrine,doctrine,en,0,1663678751712,""
en:rote,rote,rote,en,0,1663708906328,""
en:unction,unction,unction,en,0,1663708573880,""
en:yokel,yokel,yokel,en,0,1663710574011,""
en:corralled,corralled,corral,en,0,1663678769727,""
en:quaking,quaking,quake,en,0,1663678909833,""
en:tack,tack,tack,en,0,1663711221766,""
en:Stymied,Stymied,stymie,en,0,1663721632874,""
en:snooty,snooty,snooty,en,0,1663710558771,""
en:levity,levity,levity,en,0,1663679474341,""
en:surplice,surplice,surplice,en,0,1663678204642,""
en:feral,feral,feral,en,0,1663717530258,""
en:gawked,gawked,gawk,en,0,1664845286309,""
en:blubbering,blubbering,blubber,en,0,1665954417587,""
en:twangy,twangy,twangy,en,0,1665427638002,""
en:prim,prim,prim,en,0,1665427333717,""
en:ramrod,ramrod,ramrod,en,0,1665426296447,""
en:doe,doe,doe,en,0,1664741076962,""
en:frocks,frocks,frock,en,0,1664829270495,""
en:unfathomable,unfathomable,unfathomable,en,0,1664741339178,""
en:billowing,billowing,billowing,en,0,1664829261846,""
en:draped,draped,drape,en,0,1664741087902,""
en:copping,copping,cop,en,0,1664741235911,""
en:bouffant,bouffant,bouffant,en,0,1664741517230,""
en:toned,toned,toned,en,0,1664909634867,""
en:effusive,effusive,effusive,en,0,1664845299365,""
en:shallots,shallots,shallot,en,0,1665427799188,""
en:slither,slither,slither,en,0,1664741125080,""
en:mullioned,mullioned,mullioned,en,0,1664741026379,""
en:huffed,huffed,huff,en,0,1664908542950,""
en:behemoths,behemoths,behemoth,en,0,1664741115835,""
en:petered,petered,Peter,en,0,1665000296403,""
en:tassels,tassels,tassel,en,0,1665953967486,""
en:flutter,flutter,flutter,en,0,1665953799125,""
en:stately,stately,stately,en,0,1664829742824,""
en:disheveled,disheveled,disheveled,en,0,1664829241167,""
en:morose,morose,morose,en,0,1664741209094,""
en:queasy,queasy,queasy,en,0,1666559825070,""
en:braying,braying,bray,en,0,1667417721027,""
en:cursorily,cursorily,cursorily,en,0,1667416523076,""
en:chauvinist,chauvinist,chauvinist,en,0,1667418001466,""
en:haranguing,haranguing,harangue,en,0,1667418014045,""
en:jarred,jarred,jar,en,0,1667418404711,""
en:dollop,dollop,dollop,en,0,1667426863828,""
en:windfall,windfall,windfall,en,0,1667426952573,""
en:stifling,stifling,stifle,en,0,1667678263248,""
en:truculent,truculent,truculent,en,0,1667683727656,""
en:hunkering,hunkering,hunker,en,0,1668034855784,""
en:ignominiously,ignominiously,ignominiously,en,0,1667746046889,""
en:teleology,teleology,teleology,en,0,1667674230736,""
en:pageantry,pageantry,pageantry,en,0,1667771861432,""
en:stem,stem,stem,en,0,1668108892468,""
en:bestiary,bestiary,bestiary,en,0,1667670344804,""
en:placate,placate,placate,en,0,1668023033240,""
en:prerogative,prerogative,prerogative,en,0,1668045877583,""
en:chancy,chancy,chancy,en,0,1667685738734,""
en:recognizance,recognizance,recognizance,en,0,1667746032521,""
en:crackpot,crackpot,crackpot,en,0,1667763091723,""
en:paroxysm,paroxysm,paroxysm,en,0,1668108593713,""
en:unbridled,unbridled,unbridled,en,0,1667771947512,""
en:creed,creed,creed,en,0,1667621833688,""
en:dilettantes,dilettantes,dilettante,en,0,1667678722610,""
en:supplant,supplant,supplant,en,0,1667683709958,""
en:clamors,clamors,clamor,en,0,1667729099108,""
en:ragtag,ragtag,ragtag,en,0,1667682787919,""
en:capacious,capacious,capacious,en,0,1667729251915,""
en:juggernaut,juggernaut,juggernaut,en,0,1667771676222,""
en:nostrum,nostrum,nostrum,en,0,1667684172662,""
en:mollify,mollify,mollify,en,0,1668109101047,""
en:pilfer,pilfer,pilfer,en,0,1667684527479,""
en:decked,decked,decked,en,0,1667762715444,""
en:chief,chief,chief,en,0,1667729385705,""
en:deference,deference,deference,en,0,1667729661692,""
en:inebriating,inebriating,inebriate,en,0,1668034440112,""
en:mendaciously,mendaciously,mendaciously,en,0,1667744828058,""
en:acquiescence,acquiescence,acquiescence,en,0,1667621569400,""
en:palingenetic,palingenetic,palingenetic,en,0,1667670328305,""
en:humus,humus,humus,en,0,1667672652638,""
en:truculently,truculently,truculently,en,0,1667622139980,""
en:normative,normative,normative,en,0,1668045887114,""
en:waxed,waxed,wax,en,0,1667771925319,""
en:fetters,fetters,fetter,en,0,1667673054488,""
en:waned,waned,wane,en,0,1667771918720,""
en:tepid,tepid,tepid,en,0,1668034454598,""
en:entails,entails,entail,en,0,1667914211241,""
en:yawning,yawning,yawn,en,0,1667671272068,""
en:incongruously,incongruously,incongruously,en,0,1667744802074,""
en:libertinism,libertinism,libertinism,en,0,1667729064007,""
en:abetted,abetted,abet,en,0,1667762655639,""
en:paunchy,paunchy,paunchy,en,0,1668108639381,""
en:ratcheted,ratcheted,ratchet,en,0,1668106277036,""
en:flabbiness,flabbiness,flabbiness,en,0,1668034388751,""
en:posit,posit,posit,en,0,1667670291802,""
en:gamut,gamut,gamut,en,0,1667729128132,""
en:foundered,foundered,founder,en,0,1667746375380,""
en:toehold,toehold,toehold,en,0,1667671224421,""
en:uncomely,uncomely,uncomely,en,0,1667621730976,""
en:piecemeal,piecemeal,piecemeal,en,0,1667621455291,""
en:aggrandizement,aggrandizement,aggrandizement,en,0,1668045909988,""
en:autarky,autarky,autarky,en,0,1668032461518,""
en:disenfranchise,disenfranchise,disenfranchise,en,0,1667677638936,""
en:alacrity,alacrity,alacrity,en,0,1668023676853,""
en:prowess,prowess,prowess,en,0,1667677493004,""
en:vaunted,vaunted,vaunt,en,0,1667621825072,""
en:drudgery,drudgery,drudgery,en,0,1668046051291,""
en:encroached,encroached,encroach,en,0,1667772077272,""
en:encroachment,encroachment,encroachment,en,0,1668023341192,""
en:serrated,serrated,serrated,en,0,1671119668496,""
en:scrimp,scrimp,scrimp,en,0,1671126230874,""
fr:serré,serré,serré,fr,0,1671145987879,""
fr:traînés,traînés,traîne,fr,0,1671145918513,""
en:flounced,flounced,flounce,en,0,1671286945690,""
en:shedding,shedding,shed,en,0,1671288090432,""
en:rafter,rafter,rafter,en,0,1671146332825,""
en:slugs,slugs,slug,en,0,1671291033618,""
en:peals,peals,peal,en,0,1671286872616,""
en:braggart,braggart,braggart,en,0,1671290633091,""
en:paunch,paunch,paunch,en,0,1671147203589,""
en:sequined,sequined,sequined,en,0,1671290901626,""
en:gauche,gauche,gauche,en,0,1671287461364,""
en:clover,clover,clover,en,0,1671291652277,""
en:steeped,steeped,steep,en,0,1671146397142,""
fr:enseignant,enseignant,enseignant,fr,0,1671297468826,""
fr:franchir,franchir,franchir,fr,0,1671371420910,""
fr:gencives,gencives,gencive,fr,0,1671371641041,""
fr:matheux,matheux,matheux,fr,0,1671371432705,""
fr:Souvent,Souvent,souvent,fr,0,1671371573725,""
fr:proviseur,proviseur,proviseur,fr,0,1671371457271,""
fr:chapelet,chapelet,chapelet,fr,0,1671371783127,""
fr:reçue,reçue,reçu,fr,0,1671371479497,""
fr:étrenné,étrenné,étrenner,fr,0,1671371701706,""
fr:sanglots,sanglots,sanglot,fr,0,1671371713849,""
fr:lèvres,lèvres,lèvre,fr,0,1671371659138,""
en:cap,cap,cap,en,0,1671373836983,""
en:apertures,apertures,aperture,en,0,1671373919107,""
en:loopholes,loopholes,loophole,en,0,1671373929330,""
en:wield,wield,wield,en,0,1675048230848,""
en:toiled,toiled,toile,en,0,1675047639396,""
en:micturition,micturition,micturition,en,0,1675047694071,""
en:jutting,jutting,jut,en,0,1675709058714,""
en:woodcuts,woodcuts,woodcut,en,0,1675730406599,""
en:ravished,ravished,ravish,en,0,1677372679554,""
en:ministrations,ministrations,ministration,en,0,1677244420531,""
en:sickly,sickly,sickly,en,0,1677246419664,""
en:gauze,gauze,gauze,en,0,1677246214271,""
en:aught,aught,aught,en,0,1677245130740,""
en:abashed,abashed,abash,en,0,1677378993615,""
en:draught,draught,draught,en,0,1677246253070,""
en:tarn,tarn,tarn,en,0,1677245878646,""
en:rushes,rushes,rush,en,0,1677244774671,""
en:revelry,revelry,revelry,en,0,1677372708303,""
en:stout,stout,stout,en,0,1677380519594,""
en:lopped,lopped,lop,en,0,1677378823373,""
en:brackish,brackish,brackish,en,0,1677245885537,""
en:moor,moor,moor,en,0,1677245892964,""
en:fanning,fanning,Fan,en,0,1677246566899,""
en:fray,fray,fray,en,0,1677378884509,""
en:plight,plight,plight,en,0,1677380273652,""
en:pyre,pyre,pyre,en,0,1677379287780,""
en:Bedlam,Bedlam,Bedlam,en,0,1679967214859,""
en:Woo,Woo,woo,en,0,1679911702457,""
en:floe,floe,floe,en,0,1680145135360,""
en:lace,lace,lace,en,0,1680145827356,""
en:bumpkin,bumpkin,bumpkin,en,0,1679950748914,""
en:unwavering,unwavering,unwavering,en,0,1680122784205,""
en:loft,loft,loft,en,0,1679880204182,""
en:fortuitous,fortuitous,fortuitous,en,0,1680224077379,""
en:grasses,grasses,Grass,en,0,1679954964576,""
en:pranced,pranced,prance,en,0,1679912788342,""
en:hackles,hackles,hackle,en,0,1679913121880,""
en:pat,pat,pat,en,0,1680118534311,""
en:gawk,gawk,gawk,en,0,1679881540519,""
en:blotted,blotted,blot,en,0,1680221957405,""
en:subsided,subsided,subside,en,0,1680123730830,""
en:slaughter,slaughter,slaughter,en,0,1679954817059,""
en:flagging,flagging,Flagg,en,0,1679961508241,""
en:hag,hag,hag,en,0,1679947640867,""
en:kook,kook,kook,en,0,1679952589220,""
en:grunt,grunt,grunt,en,0,1679969389017,""
en:whittle,whittle,whittle,en,0,1679963660403,""
en:Staggering,Staggering,stagger,en,0,1679947192192,""
en:warren,warren,warren,en,0,1679882058743,""
en:flummoxed,flummoxed,flummox,en,0,1679961414277,""
en:harrumphs,harrumphs,harrumph,en,0,1680192239577,""
en:lapsed,lapsed,lapse,en,0,1679961394493,""
en:slate,slate,slate,en,0,1679912745266,""
en:slumber,slumber,slumber,en,0,1679969423524,""
en:pelts,pelts,pelt,en,0,1680226561718,""
en:haunt,haunt,haunt,en,0,1680002453770,""
en:huffy,huffy,huffy,en,0,1679913092319,""
en:whipped,whipped,whipped,en,0,1679912114956,""
en:guffaw,guffaw,guffaw,en,0,1680226768942,""
en:riveted,riveted,rivet,en,0,1680123146914,""
en:hoots,hoots,hoot,en,0,1679950532212,""
en:groan,groan,groan,en,0,1679969394968,""
en:foundling,foundling,foundling,en,0,1679954512701,""
en:Maladroit,Maladroit,maladroit,en,0,1679913156841,""
en:pergolas,pergolas,pergola,en,0,1680144924751,""
en:haunches,haunches,haunch,en,0,1680115101839,""
en:tumbled,tumbled,tumble,en,0,1679881323279,""
en:balked,balked,balk,en,0,1680226880359,""
en:banter,banter,banter,en,0,1679947633069,""
en:pandering,pandering,pander,en,0,1679881675498,""
en:hubris,hubris,hubris,en,0,1679969163260,""
en:construe,construe,construe,en,0,1680252834804,""
en:hustled,hustled,hustle,en,0,1680288431336,""
en:awry,awry,awry,en,0,1680269927992,""
en:wallflower,wallflower,wallflower,en,0,1680251165494,""
en:zonked,zonked,zonked,en,0,1680360952601,""
en:bangle,bangle,bangle,en,0,1680251448628,""
en:holdover,holdover,holdover,en,0,1680296772382,""
en:chambray,chambray,chambray,en,0,1680836118760,""
en:decal,decal,decal,en,0,1680744809643,""
en:Schadenfreude,Schadenfreude,Schadenfreude,en,0,1680745690612,""
en:presumptuous,presumptuous,presumptuous,en,0,1680745182440,""
en:pronouncement,pronouncement,pronouncement,en,0,1680744932846,""
en:deviousness,deviousness,deviousness,en,0,1680745305099,""
en:clam,clam,clam,en,0,1680745725265,""
en:tattle,tattle,tattle,en,0,1680918663871,""
en:Scoot,Scoot,scoot,en,0,1680835998459,""
en:clink,clink,clink,en,0,1680836462342,""
en:exculpatory,exculpatory,exculpatory,en,0,1681467880141,""
en:fluff,fluff,fluff,en,0,1682559712138,""
en:petulantly,petulantly,petulantly,en,0,1683320915042,""
en:sentient,sentient,sentient,en,0,1683410995891,""
en:dastards,dastards,dastard,en,0,1683390964814,""
en:proclivities,proclivities,proclivity,en,0,1683327331953,""
en:brooked,brooked,Brooke,en,0,1683399307347,""
en:koan,koan,koan,en,0,1683391149528,""
en:hooted,hooted,hoot,en,0,1683319762580,""
en:callow,callow,callow,en,0,1683391531868,""
en:yelp,yelp,yelp,en,0,1683326627922,""
en:Like,Like,like,en,0,1683411008848,""
en:tittered,tittered,titter,en,0,1683390205756,""
en:Florida,Florida,Florida,en,0,1683410049254,""
en:Twit,Twit,twit,en,0,1683411915297,""
en:I'm,I'm,I'm,en,0,1683411655338,""
en:lackadaisical,lackadaisical,lackadaisical,en,0,1683390756491,""
en:scions,scions,scion,en,0,1683391258131,""
en:component,component,component,en,0,1683411824881,""
en:glint,glint,glint,en,0,1683319752893,""
en:scuttle,scuttle,scuttle,en,0,1683389896844,""
en:sodden,sodden,sodden,en,0,1683325788246,""
en:reedy,reedy,reedy,en,0,1683411723626,""
en:gruff,gruff,gruff,en,0,1683319923624,""
en:twinged,twinged,twinge,en,0,1683399011790,""
en:celerity,celerity,celerity,en,0,1683400490325,""
en:feckless,feckless,feckless,en,0,1683411816270,""
en:wending,wending,Wend,en,0,1683411609009,""
en:tutted,tutted,tut,en,0,1683410099994,""
en:aspersions,aspersions,aspersion,en,0,1683410794668,""
en:wanly,wanly,wanly,en,0,1683325798011,""
en:warily,warily,warily,en,0,1683390422543,""
en:quotient,quotient,quotient,en,0,1683411020742,""
en:chittered,chittered,chitter,en,0,1683319780164,""
en:snag,snag,snag,en,0,1683390341217,""
en:lest,lest,lest,en,0,1683410804922,""
en:nigh,nigh,nigh,en,0,1683483003235,""
en:tang,tang,tang,en,0,1683918991344,""
en:damper,damper,damper,en,0,1683576499803,""
en:gnarled,gnarled,gnarled,en,0,1683751349461,""
en:whooping,whooping,whoop,en,0,1683660195406,""
en:yattering,yattering,yatter,en,0,1683757880929,""
en:doddle,doddle,doddle,en,0,1683921714804,""
en:shimmying,shimmying,shimmy,en,0,1683660216482,""
en:trundled,trundled,trundle,en,0,1683745046801,""
en:glossy,glossy,glossy,en,0,1683483267194,""
en:gull,gull,gull,en,0,1683756608415,""
en:icky,icky,icky,en,0,1683757717196,""
en:jig,jig,jig,en,0,1683660405681,""
en:cranny,cranny,cranny,en,0,1683576600644,""
en:raggedy,raggedy,raggedy,en,0,1683663309787,""
en:suffused,suffused,suffuse,en,0,1683575692051,""
en:tetchy,tetchy,tetchy,en,0,1683575874623,""
en:duppy,duppy,duppy,en,0,1683757786262,""
en:rippling,rippling,ripple,en,0,1683941575462,""
en:preens,preens,preen,en,0,1683562778537,""
en:Drambuie,Drambuie,Drambuie,en,0,1683580115780,""
en:shaggy,shaggy,shaggy,en,0,1683923736810,""
en:blundered,blundered,blunder,en,0,1683941251217,""
en:grubs,grubs,grub,en,0,1683558542925,""
en:muster,muster,muster,en,0,1683576521763,""
en:pounce,pounce,pounce,en,0,1683651526633,""
en:scowled,scowled,scowl,en,0,1683651257781,""
en:Doozy,Doozy,doozy,en,0,1683997244347,""
en:cragged,cragged,crag,en,0,1683558062662,""
en:midges,midges,midge,en,0,1683558983800,""
en:swish,swish,swish,en,0,1683558347780,""
en:sniffed,sniffed,sniff,en,0,1683563015731,""
en:brawling,brawling,brawl,en,0,1683651282141,""
en:sauntered,sauntered,saunter,en,0,1683941960544,""
en:sniffle,sniffle,sniffle,en,0,1683753203908,""
en:ratchets,ratchets,ratchet,en,0,1683660779056,""
en:vixen,vixen,vixen,en,0,1683752761277,""
en:mauve,mauve,mauve,en,0,1683663103524,""
en:flailed,flailed,flail,en,0,1683576720703,""
en:loped,loped,lope,en,0,1683941219847,""
en:malarkey,malarkey,malarkey,en,0,1683940911010,""
